Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-07-01 00:00:00+05:30,107.93173269658038,109.95545268464126,107.25715936722675,109.11223602294922,659631,0.0,0.0
2002-07-02 00:00:00+05:30,108.64001684558083,110.19153727745287,107.93171292090335,108.2015380859375,282660,0.0,0.0
2002-07-03 00:00:00+05:30,108.60631522881548,109.28088861532986,107.15598656507875,107.79682922363281,500553,0.0,0.0
2002-07-04 00:00:00+05:30,107.35836647776887,108.53887008154717,106.24532434004772,106.58261108398438,284181,0.0,0.0
2002-07-05 00:00:00+05:30,106.61633947088957,107.76311231640423,105.97549673014676,106.279052734375,252587,0.0,0.0
2002-07-08 00:00:00+05:30,106.34648062585498,110.86613014030974,106.34648062585498,110.32646942138672,587271,0.0,0.0
2002-07-09 00:00:00+05:30,111.16969775220515,111.97918376900914,108.33649154680461,108.57258605957031,986722,0.0,0.0
2002-07-10 00:00:00+05:30,108.70751367521082,109.21344379214759,107.12227215138036,108.1341323852539,397472,0.0,0.0
2002-07-11 00:00:00+05:30,108.47140098938053,109.2134255275553,106.24530678851049,106.65005493164062,332974,0.0,0.0
2002-07-12 00:00:00+05:30,108.06664868105693,108.06664868105693,106.2790334196731,106.54885864257812,148772,0.0,0.0
2002-07-15 00:00:00+05:30,106.75125755723819,106.75125755723819,103.95178161850473,104.4914321899414,268573,0.0,0.0
2002-07-16 00:00:00+05:30,105.23346098093853,105.23346098093853,101.5570376399188,102.36652374267578,1001444,0.0,0.0
2002-07-17 00:00:00+05:30,102.09666933575599,102.26531265458401,99.97175734262005,100.68006134033203,600910,0.0,0.0
2002-07-18 00:00:00+05:30,100.27535672257343,101.86060872395834,100.27535672257343,101.18603515625,422730,0.0,0.0
2002-07-19 00:00:00+05:30,101.75940173846263,101.86058363142322,100.91618498654688,101.3209228515625,332233,0.0,0.0
2002-07-22 00:00:00+05:30,101.25348482142394,101.25348482142394,95.78943544297057,96.26163482666016,585861,0.0,0.0
2002-07-23 00:00:00+05:30,96.46400333876716,97.47586351364933,94.44028298900281,95.75569915771484,490268,0.0,0.0
2002-07-24 00:00:00+05:30,95.78941651301568,95.78941651301568,91.50587158688997,92.78756713867188,664749,0.0,0.0
2002-07-25 00:00:00+05:30,94.44028656096636,94.60892992982522,91.06741918378899,92.0118179321289,887369,0.0,0.0
2002-07-26 00:00:00+05:30,91.06742033273301,93.36096606088019,90.15674201213588,92.34910583496094,788742,0.0,0.0
2002-07-29 00:00:00+05:30,93.36097658484368,93.36097658484368,89.21235330819776,91.30353546142578,618561,0.0,0.0
2002-07-30 00:00:00+05:30,91.20232475011849,93.05740166375807,89.81944717404336,90.3591079711914,760305,0.0,0.0
2002-07-31 00:00:00+05:30,88.77387382893555,90.392846058991,87.22235277078067,89.54962921142578,521095,0.0,0.0
2002-08-01 00:00:00+05:30,89.85317807809616,90.93249967448548,87.96437043100163,88.26793670654297,219736,0.0,0.0
2002-08-02 00:00:00+05:30,87.72827803900353,91.91063131353512,87.15488649702569,91.40470123291016,694319,0.0,0.0
2002-08-05 00:00:00+05:30,91.4046964144155,94.10299003550526,91.06740971177929,93.63079071044922,1575370,0.0,0.0
2002-08-06 00:00:00+05:30,93.05739390381127,93.93434133940254,90.83129973444045,93.19230651855469,453280,0.0,0.0
2002-08-07 00:00:00+05:30,94.50772262130447,94.97992186854327,92.55145389249854,92.88874053955078,298970,0.0,0.0
2002-08-08 00:00:00+05:30,96.05926870535714,96.05926870535714,90.89878520259151,91.06742858886719,318460,0.0,0.0
2002-08-09 00:00:00+05:30,90.22419449965109,91.94435877117633,88.57149168707721,90.83130645751953,449655,0.0,0.0
2002-08-12 00:00:00+05:30,90.79759391088454,92.68639140756437,90.59521980961902,92.0118179321289,313294,0.0,0.0
2002-08-13 00:00:00+05:30,93.76570499354216,93.76570499354216,91.4384287627688,91.9443588256836,294362,0.0,0.0
2002-08-14 00:00:00+05:30,91.50587875835257,92.34909551909365,91.10114088910086,91.97808837890625,157429,0.0,0.0
2002-08-15 00:00:00+05:30,91.97808837890625,91.97808837890625,91.97808837890625,91.97808837890625,0,0.0,0.0
2002-08-16 00:00:00+05:30,92.75384486771256,92.75384486771256,90.79758607504475,91.9443588256836,403135,0.0,0.0
2002-08-19 00:00:00+05:30,91.74198474188297,92.95621895151318,91.60707211707373,91.9443588256836,365293,0.0,0.0
2002-08-20 00:00:00+05:30,92.31538099374342,92.6526677196348,91.64080754196064,92.18045806884766,237879,0.0,0.0
2002-08-21 00:00:00+05:30,92.01181931792873,94.97994883045274,91.8431759465299,93.90062713623047,815917,0.0,0.0
2002-08-22 00:00:00+05:30,94.44028708774819,95.28350393674593,93.86689551315995,94.3728256225586,571086,0.0,0.0
2002-08-23 00:00:00+05:30,94.44027474967854,94.94620479298038,93.49587611945098,94.50773620605469,330367,0.0,0.0
2002-08-26 00:00:00+05:30,94.60892486572266,95.89061028317593,94.17045624742912,94.60892486572266,415246,0.0,0.0
2002-08-27 00:00:00+05:30,94.44027673814148,94.84502489857427,93.12486065649489,93.63079071044922,368890,0.0,0.0
2002-08-28 00:00:00+05:30,93.0911360351591,93.42842275992417,91.33724094911115,92.48402404785156,463241,0.0,0.0
2002-08-29 00:00:00+05:30,92.95620030600233,93.09111290375029,91.87687893767578,92.11298370361328,368255,0.0,0.0
2002-08-30 00:00:00+05:30,92.92247219276412,93.49586361575948,91.87688151780466,93.15857696533203,303979,0.0,0.0
2002-09-02 00:00:00+05:30,93.90063236218022,94.7775800008947,93.36097148503477,94.339111328125,249037,0.0,0.0
2002-09-03 00:00:00+05:30,94.81127880421892,95.45212137673582,93.76568813686416,94.00179290771484,378633,0.0,0.0
2002-09-04 00:00:00+05:30,93.46216593092838,94.10300873464392,92.61894900678281,92.72013092041016,350894,0.0,0.0
2002-09-05 00:00:00+05:30,94.44028471536573,96.70010993118166,92.68638959623928,95.18231964111328,1111490,0.0,0.0
2002-09-06 00:00:00+05:30,95.11485701168951,96.29536055616083,92.95622401757676,93.3609619140625,891811,0.0,0.0
2002-09-09 00:00:00+05:30,94.17046896043506,94.27165087272425,92.28166101669355,93.1248779296875,330768,0.0,0.0
2002-09-10 00:00:00+05:30,93.1248779296875,93.1248779296875,93.1248779296875,93.1248779296875,0,0.0,0.0
2002-09-11 00:00:00+05:30,93.25977515522345,95.99179956017753,93.25977515522345,95.58705139160156,523877,0.0,0.0
2002-09-12 00:00:00+05:30,96.70010015343986,99.46584489311533,94.84502331981957,98.89246368408203,2199080,0.0,0.0
2002-09-13 00:00:00+05:30,97.91433803424046,98.82501636373586,97.27349527686481,97.81315612792969,465067,0.0,0.0
2002-09-16 00:00:00+05:30,98.48772248207774,99.02738329403897,95.21603717276658,96.16044616699219,384077,0.0,0.0
2002-09-17 00:00:00+05:30,96.6663818359375,97.81315469440949,96.19418245811663,96.6663818359375,141430,0.0,0.0
2002-09-18 00:00:00+05:30,96.4640138087398,97.13858733187783,94.10300647775665,94.339111328125,341382,0.0,0.0
2002-09-19 00:00:00+05:30,94.30537298742497,95.11485909126901,92.7538519507056,93.5970687866211,290516,0.0,0.0
2002-09-20 00:00:00+05:30,92.75386038538899,94.06927671040128,92.11301759045226,93.49589538574219,333817,0.0,0.0
2002-09-23 00:00:00+05:30,93.83316714879813,94.44027911153141,92.41655884485573,93.5633316040039,245350,0.0,0.0
2002-09-24 00:00:00+05:30,92.41657375276527,93.32725213694218,92.18046889963045,92.38284301757812,331935,0.0,0.0
2002-09-25 00:00:00+05:30,91.47215105074439,92.34908817766298,91.13486437326107,92.0455322265625,234198,0.0,0.0
2002-09-26 00:00:00+05:30,92.14672440571101,92.72010558152913,91.6070636631032,92.0455322265625,213214,0.0,0.0
2002-09-27 00:00:00+05:30,93.29351598703943,94.10300211867266,92.01182017654342,93.79944610595703,323951,0.0,0.0
2002-09-30 00:00:00+05:30,93.83317896227831,93.83317896227831,92.41657047998667,92.92250061035156,233684,0.0,0.0
2002-10-01 00:00:00+05:30,92.11299530743466,93.52959320199959,92.11299530743466,93.19230651855469,238998,0.0,0.0
2002-10-02 00:00:00+05:30,93.19230651855469,93.19230651855469,93.19230651855469,93.19230651855469,0,0.0,0.0
2002-10-03 00:00:00+05:30,92.61893933630714,93.83317363893187,92.31538333394452,92.85503387451172,214666,0.0,0.0
2002-10-04 00:00:00+05:30,92.82131021453633,93.59706555956224,92.58520539135075,93.39469146728516,138801,0.0,0.0
2002-10-07 00:00:00+05:30,93.25977915149303,95.78942958055704,93.19231768944842,95.68824768066406,337084,0.0,0.0
2002-10-08 00:00:00+05:30,95.78943639077316,96.46400988648284,94.60893277328124,95.04740142822266,287864,0.0,0.0
2002-10-09 00:00:00+05:30,95.58706435505606,95.62079508920752,94.5077529144338,94.91249084472656,228373,0.0,0.0
2002-10-10 00:00:00+05:30,95.35094563062857,95.78941418391986,92.88874676619487,94.94619750976562,208142,0.0,0.0
2002-10-11 00:00:00+05:30,96.46400749260651,96.46400749260651,93.79944430931276,95.11486053466797,206005,0.0,0.0
2002-10-14 00:00:00+05:30,95.62078013119998,97.27348291433914,95.62078013119998,96.46399688720703,319549,0.0,0.0
2002-10-15 00:00:00+05:30,96.46399688720703,96.46399688720703,96.46399688720703,96.46399688720703,0,0.0,0.0
2002-10-16 00:00:00+05:30,97.47586059570312,98.11670329531005,96.90246906316482,97.47586059570312,651961,0.0,0.0
2002-10-17 00:00:00+05:30,97.13859327680017,97.74570536750987,96.32910705812864,96.83503723144531,240449,0.0,0.0
2002-10-18 00:00:00+05:30,97.8131364939084,98.79126580021297,96.8012764612128,98.01551055908203,517791,0.0,0.0
2002-10-21 00:00:00+05:30,98.48771184566529,98.82499853006826,97.20602656220314,97.50958251953125,359599,0.0,0.0
2002-10-22 00:00:00+05:30,97.81316907120257,98.15045586110327,94.03555290704435,94.40657043457031,396130,0.0,0.0
2002-10-23 00:00:00+05:30,94.44026860790392,95.04738050311434,92.58519190310581,92.82129669189453,531664,0.0,0.0
2002-10-24 00:00:00+05:30,93.52960290448348,93.7657077246568,92.41656085092075,92.68638610839844,349402,0.0,0.0
2002-10-25 00:00:00+05:30,92.92250163237496,92.92250163237496,90.73013771001402,91.33724975585938,264930,0.0,0.0
2002-10-28 00:00:00+05:30,94.44027721653495,94.54145911056905,87.32352569622569,88.03182983398438,669608,0.0,0.0
2002-10-29 00:00:00+05:30,90.25793693156531,103.95178112712469,87.55964291443736,90.19047546386719,703175,0.0,0.0
2002-10-30 00:00:00+05:30,90.59522677008808,91.23606956235312,88.09930677784912,88.8413314819336,319017,0.0,0.0
2002-10-31 00:00:00+05:30,89.04369065691328,92.21418364439597,88.5714913257007,89.65080261230469,1517502,0.0,0.0
2002-11-01 00:00:00+05:30,87.69454488927916,93.90061831511652,87.69454488927916,93.5633316040039,1266016,0.0,0.0
2002-11-04 00:00:00+05:30,94.37282209275128,94.37282209275128,93.22604927964173,93.73197937011719,193587,0.0,0.0
2002-11-05 00:00:00+05:30,94.77755987576393,96.90246190517558,92.7538397360679,96.19416809082031,1002385,0.0,0.0
