Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-06-20 00:00:00+05:30,293.5937793201245,293.5937793201245,257.6717169091916,267.2739562988281,27968,0.0,0.0
2005-06-21 00:00:00+05:30,271.41895094513734,293.17944238720236,264.57994356542486,280.2613220214844,41380,0.0,0.0
2005-06-22 00:00:00+05:30,286.6856986291899,310.1732016494127,286.6856986291899,302.5052185058594,145355,0.0,0.0
2005-06-23 00:00:00+05:30,307.3409698801399,313.48916676393054,293.9392773163913,301.9526672363281,63692,0.0,0.0
2005-06-24 00:00:00+05:30,298.4984995948636,303.8522680262068,293.5937526865609,300.3982238769531,34179,0.0,0.0
2005-06-27 00:00:00+05:30,297.04789933907176,305.26852303464955,293.5938539979198,297.32421875,67333,0.0,0.0
2005-06-28 00:00:00+05:30,298.4294481605502,310.17319959279405,290.8996352821215,304.23223876953125,62193,0.0,0.0
2005-06-29 00:00:00+05:30,308.1008252293963,331.58833208544894,308.1008252293963,326.7872009277344,202178,0.0,0.0
2005-06-30 00:00:00+05:30,332.9699462281888,344.0228905013237,331.58832819404694,336.6312255859375,98909,0.0,0.0
2005-07-01 00:00:00+05:30,338.5999649150775,373.0367914535912,338.4963478004809,357.38995361328125,265825,0.0,0.0
2005-07-04 00:00:00+05:30,363.5036517714375,390.1688584576283,358.5643512688292,383.4334716796875,300662,0.0,0.0
2005-07-05 00:00:00+05:30,393.76113182190403,416.5578289273827,373.140499941948,408.613525390625,512653,0.0,0.0
2005-07-06 00:00:00+05:30,414.48526446955606,478.03967168822135,414.48526446955606,453.6195983886719,1128301,0.0,0.0
2005-07-07 00:00:00+05:30,460.7696990416733,506.29403849610577,458.0755265146526,479.0761413574219,1301679,0.0,0.0
2005-07-08 00:00:00+05:30,483.56633464681374,493.23766133975,476.65824415185926,488.09112548828125,71591,0.0,0.0
2005-07-11 00:00:00+05:30,490.47427742496103,504.29045425383316,484.3951680529824,498.4185791015625,41867,0.0,0.0
2005-07-12 00:00:00+05:30,504.2905022263598,518.0376163442836,476.65814593998397,490.26708984375,27214,0.0,0.0
2005-07-13 00:00:00+05:30,499.38584619623424,499.38584619623424,484.2571121329047,487.4693908691406,27899,0.0,0.0
2005-07-14 00:00:00+05:30,483.5663446851252,489.0237531548844,476.6582540467663,483.66998291015625,43296,0.0,0.0
2005-07-15 00:00:00+05:30,489.0926741687413,489.0926741687413,480.11215896507804,483.7734375,17345,0.0,0.0
